survey_results,enterprise,operating_unit,ca,rg,respondent,respondent_title,capability_status,people,tools,processes,equipment,facilities,supplies,catalogue,capability_group,capability_subgroup,capability,Capability Status,People (avg),Tools (avg),Processes (avg),Equipment (avg),Facilities (avg),Supplies (avg),average
Testing & Characterisation [3346],CSIR,MSM,National Centre For Nano-Structured Materiels (NCNSM),Nanostructures for water remediation,AMAITY,RGL,Developing,Developing,Not applicable,CSIR Proprietary/Unique,Well resourced,Working condition,Controlled,Modern and Emerging Technologies,Micro- and Nano technologies,Micro- and Nano technologies (Testing & Characterisation),Testing & Characterisation,3,3,0,4,4,4,3,3.5
Ceramics and polymers SR[40],CSIR,MSM,Polymers & Composites,Encapsulation And Delivery,ACHETTY,RGL,Developing,Unbalanced,Not applicable,Informal approach,Sufficiently resourced,Old,Freely available,Modern and Emerging Technologies,Composite Materials and Technologies,Composite Materials and Technologies (Ceramics and polymers),Ceramics and polymers,3,1,0,2,3,1,4,2.3333333333
Remediation technologies SR[41],CSIR,MSM,Polymers & Composites,Encapsulation And Delivery,ACHETTY,RGL,Developing,Developing,Not applicable,Informal approach,Sufficiently resourced,Working condition,Freely available,Environment and Natural Resources,Wastewater,Wastewater (Remediation technologies),Remediation technologies,3,3,0,2,3,4,4,3.1666666667
Bio-materials SR[891],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,Working condition,Freely available,Modern and Emerging Technologies,Composite Materials and Technologies,Composite Materials and Technologies (Bio-materials),Bio-materials,3,1,3,3,1,4,4,2.7142857143
Cellulose SR[897],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Materials Engineering,Natural Fibres,Natural Fibres  (Cellulose),Cellulose,3,1,3,3,1,2,4,2.4285714286
Composites - Bio SR[892],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,Working condition,Freely available,Materials Engineering,Composites,Composites  (Bio),Composites - Bio,3,1,3,3,1,4,4,2.7142857143
Composites - Biobased SR[893],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,Working condition,Freely available,Materials Engineering,Composites,Composites  (Biobased),Composites - Biobased,3,1,3,3,1,4,4,2.7142857143
Concept development SR[895],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Needs upgrade,Freely available,Product and Process Design & Development,Concept Phase,Concept Phase (Concept development),Concept development,4,1,3,4,1,2,4,2.7142857143
Lignin SR[898],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Emerging,Developing,Under resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Materials Engineering,Natural Fibres,Natural Fibres  (Lignin),Lignin,2,3,2,3,1,2,4,2.4285714286
Mechanical & Material Testing & Characterisation SR[890],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Mechanical & Material Testing & Characterisation),Mechanical & Material Testing & Characterisation,3,1,3,3,1,2,4,2.4285714286
Nanocomposites SR[900],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Emerging,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,New requirement,Freely available,Materials Engineering,Polymers,Polymers  (Nanocomposites),Nanocomposites,2,1,3,3,1,3,4,2.4285714286
Natural fibre based SR[894],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Developing,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Working condition,Freely available,Materials Engineering,Composites,Composites  (Natural fibre based),Natural fibre based,3,1,3,4,1,4,4,2.8571428571
Natural polymers (Cellulose-based/Protein-based) SR[901],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Developing,Unbalanced,Sufficiently resourced,Formal approach,Under resourced,Working condition,Freely available,Materials Engineering,Polymers,Polymers  (Natural polymers (Cellulose-based/Protein-based)),Natural polymers (Cellulose-based/Protein-based),3,1,3,3,1,4,4,2.7142857143
Pilot production SR[896],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Mature,Developing,Sufficiently resourced,Formal approach,Under resourced,Working condition,Freely available,Enterprise Development,Enterprise creation and development,Enterprise creation,Pilot production,4,3,3,3,1,4,4,3.1428571429
Textiles SR[899],CSIR,MSM,Polymers & Composites,Non-Woven & Composites,SBLOUW,RGL,Developing,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Needs upgrade,Freely available,Materials Engineering,Natural Fibres,Natural Fibres  (Textiles),Textiles,3,1,3,4,1,2,4,2.5714285714
Augmented and Virtual Reality (Augmented reality) SR[2008],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Subcritical,Emerging,Not resourced,Informal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Augmented and Virtual Reality,Augmented and Virtual Reality (Augmented reality),Augmented and Virtual Reality (Augmented reality),1,2,1,2,1,3,4,2
Casting/moulding SR[2009],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Unbalanced,Not applicable,Informal approach,Sufficiently resourced,Old,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Casting/moulding,Casting/moulding,3,1,0,2,3,1,4,2.3333333333
Ceramics  (Piezoelectric) SR[2010],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Mature,Unbalanced,Not applicable,CSIR Proprietary/Unique,Sufficiently resourced,Not Applicable,Controlled,Materials Engineering,Ceramics,Ceramics  (Piezoelectric),Ceramics  (Piezoelectric),4,1,0,4,3,0,3,3
Concept development SR[2011],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Mature,Unbalanced,Sufficiently resourced,Informal approach,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Concept development),Concept development,4,1,3,2,3,0,0,2.6
Design for Certification / Compliance SR[2012],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Developing,Not resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Certification / Compliance),Design for Certification / Compliance,3,3,1,2,0,0,0,2.25
Design for Electromagnetic Interference & Compatibility (EMI & EMC) SR[2013],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Developing,Under resourced,Informal approach,Under resourced,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Electromagnetic Interference & Compatibility (EMI & EMC)),Design for Electromagnetic Interference & Compatibility (EMI & EMC),3,3,2,2,1,0,0,2.2
Design for Ergonomics/ Human Factors SR[2014],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Ergonomics/ Human Factors),Design for Ergonomics/ Human Factors,3,3,2,2,0,0,0,2.5
Design for Manufacturability SR[2015],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Unbalanced,Not applicable,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Manufacturability),Design for Manufacturability,3,1,0,2,0,0,0,2
Design for Reliability SR[2016],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Needs upgrade,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Reliability),Design for Reliability,1,3,1,2,1,2,4,2
Design for Safety SR[2017],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Old,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Safety),Design for Safety,1,3,1,2,1,1,4,1.8571428571
Design for Test SR[2018],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Test),Design for Test,1,3,1,2,1,0,4,2
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[2019]",CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Old,Freely available,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",3,1,2,3,3,1,4,2.4285714286
FEA SR[2020],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (FEA),FEA,4,1,3,4,3,0,0,3
Feasibility SR[2021],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Feasibility),Feasibility,3,1,2,3,1,0,0,2
"Full Scale, Field Evaluation SR[2022]",CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Old,Freely available,Product and Process Design & Development,Analysis and V&V,"Analysis and V&V (Full Scale, Field Evaluation)","Full Scale, Field Evaluation",3,1,3,4,1,1,4,2.4285714286
Function analysis SR[2023],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Subcritical,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Function analysis),Function analysis,1,3,2,2,0,0,0,2
Non-Destructive Inspection / Test SR[2024],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Non-Destructive Inspection / Test),Non-Destructive Inspection / Test,3,3,3,4,3,0,0,3.2
Polymer-ceramic 1-3 SR[2025],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Not applicable,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not Applicable,Not Applicable,Materials Engineering,Composites,Composites  (Polymer-ceramic 1-3),Polymer-ceramic 1-3,0,1,3,3,3,0,0,2.5
Powder processing SR[2026],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Mature,Well resourced,Not applicable,Formal approach,Sufficiently resourced,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Forming,Powder processing,4,4,0,3,3,4,4,3.6666666667
Prototyping (virtual/digital & physical) SR[2027],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Developing,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Prototyping (virtual/digital & physical)),Prototyping (virtual/digital & physical),3,3,2,3,0,0,0,2.75
"Quality engineering techniques, sampling/auditing/inspection and tools SR[2028]",CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,"Quality engineering techniques, sampling/auditing/inspection and tools",3,1,2,3,3,4,4,2.8571428571
Quality management Change and configuration management SR[2029],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Not applicable,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,Quality management Change and configuration management,0,4,3,3,3,0,0,3.25
Requirements management SR[2030],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Emerging,Developing,Not resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,2,3,1,3,0,0,0,2.25
Sonar Systems SR[2420],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Sensor Engineering,Sensor Engineering (Sonar Systems),Sonar Systems,3,1,2,3,1,2,4,2.2857142857
System design SR[2031],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Old,Freely available,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,3,1,2,3,1,1,4,2.1428571429
Systems engineering (SE) - Model-based SR[2032],CSIR,MSM,Sensor Science & Technology,Electro-Optic Sensing & Image,ECOX,RGL,Emerging,Developing,Not resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,2,3,1,3,0,0,0,2.25
Augmented and Virtual Reality (Augmented reality) SR[2033],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Subcritical,Emerging,Not resourced,Informal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Augmented and Virtual Reality,Augmented and Virtual Reality (Augmented reality),Augmented and Virtual Reality (Augmented reality),1,2,1,2,1,3,4,2
Casting/moulding SR[2034],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Unbalanced,Not applicable,Informal approach,Sufficiently resourced,Old,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Casting/moulding,Casting/moulding,3,1,0,2,3,1,4,2.3333333333
Ceramics  (Piezoelectric) SR[2035],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Mature,Unbalanced,Not applicable,CSIR Proprietary/Unique,Sufficiently resourced,Not Applicable,Controlled,Materials Engineering,Ceramics,Ceramics  (Piezoelectric),Ceramics  (Piezoelectric),4,1,0,4,3,0,3,3
Concept development SR[2036],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Mature,Unbalanced,Sufficiently resourced,Informal approach,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Concept development),Concept development,4,1,3,2,3,0,0,2.6
Design for Certification / Compliance SR[2037],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Developing,Not resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Certification / Compliance),Design for Certification / Compliance,3,3,1,2,0,0,0,2.25
Design for Electromagnetic Interference & Compatibility (EMI & EMC) SR[2038],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Developing,Under resourced,Informal approach,Under resourced,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Electromagnetic Interference & Compatibility (EMI & EMC)),Design for Electromagnetic Interference & Compatibility (EMI & EMC),3,3,2,2,1,0,0,2.2
Design for Ergonomics/ Human Factors SR[2039],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Ergonomics/ Human Factors),Design for Ergonomics/ Human Factors,3,3,2,2,0,0,0,2.5
Design for Manufacturability SR[2040],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Unbalanced,Not applicable,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Manufacturability),Design for Manufacturability,3,1,0,2,0,0,0,2
Design for Reliability SR[2041],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Needs upgrade,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Reliability),Design for Reliability,1,3,1,2,1,2,4,2
Design for Safety SR[2042],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Old,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Safety),Design for Safety,1,3,1,2,1,1,4,1.8571428571
Design for Test SR[2043],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Test),Design for Test,1,3,1,2,1,0,4,2
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[2044]",CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Old,Freely available,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",3,1,2,3,3,1,4,2.4285714286
FEA SR[2045],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (FEA),FEA,4,1,3,4,3,0,0,3
Feasibility SR[2046],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Feasibility),Feasibility,3,1,2,3,1,0,0,2
"Full Scale, Field Evaluation SR[2047]",CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Old,Freely available,Product and Process Design & Development,Analysis and V&V,"Analysis and V&V (Full Scale, Field Evaluation)","Full Scale, Field Evaluation",3,1,3,4,1,1,4,2.4285714286
Function analysis SR[2048],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Subcritical,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Function analysis),Function analysis,1,3,2,2,0,0,0,2
Non-Destructive Inspection / Test SR[2049],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Non-Destructive Inspection / Test),Non-Destructive Inspection / Test,3,3,3,4,3,0,0,3.2
Polymer-ceramic 1-3 SR[2050],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Not applicable,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not Applicable,Not Applicable,Materials Engineering,Composites,Composites  (Polymer-ceramic 1-3),Polymer-ceramic 1-3,0,1,3,3,3,0,0,2.5
Powder processing SR[2051],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Mature,Well resourced,Not applicable,Formal approach,Sufficiently resourced,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Forming,Powder processing,4,4,0,3,3,4,4,3.6666666667
Prototyping (virtual/digital & physical) SR[2052],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Developing,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Prototyping (virtual/digital & physical)),Prototyping (virtual/digital & physical),3,3,2,3,0,0,0,2.75
"Quality engineering techniques, sampling/auditing/inspection and tools SR[2053]",CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,"Quality engineering techniques, sampling/auditing/inspection and tools",3,1,2,3,3,4,4,2.8571428571
Quality management Change and configuration management SR[2054],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Not applicable,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,Quality management Change and configuration management,0,4,3,3,3,0,0,3.25
Requirements management SR[2055],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Emerging,Developing,Not resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,2,3,1,3,0,0,0,2.25
System design SR[2056],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Old,Freely available,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,3,1,2,3,1,1,4,2.1428571429
Systems engineering (SE) - Model-based SR[2057],CSIR,MSM,Sensor Science & Technology,Sensor Manufacturing,JLEHMANN,RGL,Emerging,Developing,Not resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,2,3,1,3,0,0,0,2.25
Augmented and Virtual Reality (Augmented reality) SR[2083],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Subcritical,Emerging,Not resourced,Informal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Augmented and Virtual Reality,Augmented and Virtual Reality (Augmented reality),Augmented and Virtual Reality (Augmented reality),1,2,1,2,1,3,4,2
Casting/moulding SR[2084],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Unbalanced,Not applicable,Informal approach,Sufficiently resourced,Old,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Casting/moulding,Casting/moulding,3,1,0,2,3,1,4,2.3333333333
Ceramics  (Piezoelectric) SR[2085],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Mature,Unbalanced,Not applicable,CSIR Proprietary/Unique,Sufficiently resourced,Not Applicable,Controlled,Materials Engineering,Ceramics,Ceramics  (Piezoelectric),Ceramics  (Piezoelectric),4,1,0,4,3,0,3,3
Concept development SR[2086],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Mature,Unbalanced,Sufficiently resourced,Informal approach,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Concept development),Concept development,4,1,3,2,3,0,0,2.6
Design for Certification / Compliance SR[2087],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Developing,Not resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Certification / Compliance),Design for Certification / Compliance,3,3,1,2,0,0,0,2.25
Design for Electromagnetic Interference & Compatibility (EMI & EMC) SR[2088],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Developing,Under resourced,Informal approach,Under resourced,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Electromagnetic Interference & Compatibility (EMI & EMC)),Design for Electromagnetic Interference & Compatibility (EMI & EMC),3,3,2,2,1,0,0,2.2
Design for Ergonomics/ Human Factors SR[2089],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Ergonomics/ Human Factors),Design for Ergonomics/ Human Factors,3,3,2,2,0,0,0,2.5
Design for Manufacturability SR[2090],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Unbalanced,Not applicable,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Manufacturability),Design for Manufacturability,3,1,0,2,0,0,0,2
Design for Reliability SR[2091],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Needs upgrade,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Reliability),Design for Reliability,1,3,1,2,1,2,4,2
Design for Safety SR[2092],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Old,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Safety),Design for Safety,1,3,1,2,1,1,4,1.8571428571
Design for Test SR[2093],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Test),Design for Test,1,3,1,2,1,0,4,2
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[2094]",CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Old,Freely available,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",3,1,2,3,3,1,4,2.4285714286
Electro-optical Engineering SR[2416],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Sensor Engineering,Sensor Engineering (Electro-optical Engineering),Electro-optical Engineering,3,1,2,3,1,2,4,2.2857142857
FEA SR[2095],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (FEA),FEA,4,1,3,4,3,0,0,3
Feasibility SR[2096],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Feasibility),Feasibility,3,1,2,3,1,0,0,2
