survey_results,enterprise,operating_unit,ca,rg,respondent,respondent_title,capability_status,people,tools,processes,equipment,facilities,supplies,catalogue,capability_group,capability_subgroup,capability,Capability Status,People (avg),Tools (avg),Processes (avg),Equipment (avg),Facilities (avg),Supplies (avg),average
FMECA SR[215],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (FMECA),FMECA,4,1,3,3,3,2,3,2.7142857143
FTA SR[216],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (FTA),FTA,4,1,3,3,3,2,3,2.7142857143
"Full Scale, Field Evaluation SR[217]",CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Product and Process Design & Development,Analysis and V&V,"Analysis and V&V (Full Scale, Field Evaluation)","Full Scale, Field Evaluation",4,1,4,3,3,4,3,3.1428571429
Hazard Analysis SR[218],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Hazard Analysis),Hazard Analysis,4,1,3,3,3,2,3,2.7142857143
Highly Accelerated Life Testing (HALT) SR[219],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Subcritical,Emerging,Not resourced,Formal approach,Under resourced,New requirement,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Highly Accelerated Life Testing (HALT)),Highly Accelerated Life Testing (HALT),1,2,1,3,1,3,3,2
Highly Accelerated Stress Screening (HASS) SR[220],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Subcritical,Emerging,Not resourced,Not applicable,Under resourced,New requirement,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Highly Accelerated Stress Screening (HASS)),Highly Accelerated Stress Screening (HASS),1,2,1,0,1,3,3,1.8333333333
Identification of opportunities to strengthen the enabling environment SR[250],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Developing,Developing,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Enterprise Development,Opportunity Identification,Sector Studies,Identification of opportunities to strengthen the enabling environment,3,3,3,3,3,2,3,2.8571428571
Identification of opportunities to strengthen the sector SR[251],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Developing,Developing,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Enterprise Development,Opportunity Identification,Sector Studies,Identification of opportunities to strengthen the sector,3,3,3,3,3,2,3,2.8571428571
Inventory management and control tools and techniques SR[247],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Subcritical,Emerging,Under resourced,CSIR Proprietary/Unique,Under resourced,New requirement,Controlled,Industrial Engineering,Industrial Engineering (Operations Engineering and Management),Operations Engineering and Management,Inventory management and control tools and techniques,1,2,2,4,1,3,3,2.2857142857
Life Cycle Analysis SR[221],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Well resourced,Working condition,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Life Cycle Analysis),Life Cycle Analysis,4,1,3,3,4,4,3,3.1428571429
Mechanical machining SR[244],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Manufacturing Processes & Systems,Manufacturing Processes,Material removal,Mechanical machining,4,1,3,3,3,2,3,2.7142857143
Modelling and Simulation SR[222],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Modelling and Simulation),Modelling and Simulation,4,1,3,3,3,2,3,2.7142857143
Product Lifecycle Management SR[256],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Tools and Techniques,Tools and Techniques (Product Lifecycle Management),Product Lifecycle Management,4,1,3,3,3,2,3,2.7142857143
Project management tools and techniques SR[248],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Industrial Engineering,Industrial Engineering (Operations Engineering and Management),Operations Engineering and Management,Project management tools and techniques,4,4,3,3,3,2,3,3.1428571429
Prototyping (virtual/digital & physical) SR[223],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Prototyping (virtual/digital & physical)),Prototyping (virtual/digital & physical),4,1,3,3,3,2,3,2.7142857143
Prototyping or Pilot Plant Scale-up SR[243],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Manufacturing / Production Phase,Manufacturing / Production Phase (Prototyping or Pilot Plant Scale-up),Prototyping or Pilot Plant Scale-up,4,1,4,3,3,2,3,2.8571428571
"Reliability engineering techniques, testing and tools SR[253]",CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,"Reliability engineering techniques, testing and tools",3,1,2,3,1,2,3,2.1428571429
Requirements management SR[226],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Well resourced,Working condition,Controlled,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,4,1,4,3,4,4,3,3.2857142857
Sector based economic opportunity identification SR[252],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Developing,Developing,Under resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Enterprise Development,Opportunity Identification,Sector Studies,Sector based economic opportunity identification,3,3,2,3,1,2,3,2.4285714286
System design SR[239],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Well resourced,Working condition,Controlled,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,4,1,4,3,4,4,3,3.2857142857
Systems engineering (SE) - Model-based SR[227],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Well resourced,Working condition,Controlled,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,4,1,4,3,4,4,3,3.2857142857
Through-life Support SR[254],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Sufficiently resourced,Working condition,Controlled,Product and Process Design & Development,Service and Operation Support Phase,Service and Operation Support Phase (Through-life Support),Through-life Support,4,1,4,3,3,4,3,3.1428571429
Verification SR[224],CSIR,DPSS,Technology for Special Ops,Area Manager Technology for Special Ops,DGOSLETT,RGL,Mature,Unbalanced,Well resourced,Formal approach,Under resourced,Needs upgrade,Controlled,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Verification),Verification,4,1,4,3,1,2,3,2.5714285714
Additive Manufacturing - 3D Printing SR[634],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Modern and Emerging Technologies,Engineering of Manufacturing Processes,Engineering of Manufacturing Processes (Additive Manufacturing - 3D Printing),Additive Manufacturing - 3D Printing,3,3,3,4,3,4,3,3.2857142857
Additive Manufacturing SR[635],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Product and Process Design & Development,Manufacturing / Production Phase,Manufacturing / Production Phase (Additive Manufacturing),Additive Manufacturing,3,3,3,4,3,4,3,3.2857142857
Computer Aided Design SR[642],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Systems,Engineering Systems,Computer Aided Design,4,4,3,4,3,4,3,3.5714285714
Computer Aided Engineering SR[643],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Systems,Engineering Systems,Computer Aided Engineering,4,4,3,4,3,4,3,3.5714285714
Design for Manufacturability SR[632],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Product and Process Design & Development,Design Phase,Design Phase (Design for Manufacturability),Design for Manufacturability,4,4,3,4,3,4,3,3.5714285714
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[633]",CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Needs upgrade,Controlled,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",4,4,3,4,3,2,3,3.2857142857
Flexible Manufacturing SR[645],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Systems,Production Systems,Flexible Manufacturing,4,4,3,4,3,4,3,3.5714285714
Mechanical fastening SR[637],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Controlled,Manufacturing Processes & Systems,Manufacturing Processes,Joining,Mechanical fastening,4,4,3,4,3,0,3,3.5
Mechanical machining SR[640],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,Informal approach,Sufficiently resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Processes,Material removal,Mechanical machining,4,4,3,2,3,4,3,3.2857142857
Product Simulation and Prototyping SR[644],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Systems,Engineering Systems,Product Simulation and Prototyping,4,4,3,4,3,4,3,3.5714285714
Requirements management SR[631],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Not applicable,CSIR Proprietary/Unique,Well resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,4,4,0,4,4,0,0,4
Sheet SR[636],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Processes,Forming,Sheet,4,4,3,4,3,4,3,3.5714285714
Soldering and brazing SR[638],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Processes,Joining,Soldering and brazing,4,4,3,4,3,4,3,3.5714285714
Solid Form SR[641],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Developing,Well resourced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Processes,Rapid Prototyping,Solid Form,3,4,3,4,3,4,3,3.4285714286
Welding - Arc SR[639],CSIR,DPSS,Technology for Special Ops,Technology for Special Ops,KMULLER,RGL,Mature,Well resourced,Well resourced,CSIR Proprietary/Unique,Well resourced,Working condition,Controlled,Manufacturing Processes & Systems,Manufacturing Processes,Joining,Welding - Arc,4,4,4,4,4,4,3,3.8571428571
